review_score,translated_message
4,Positive Review
4,Positive Review
1,"I didn't receive a product ... 
Status is receiving on October 27
I await return"
5,Very good to buy on this site.
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,"Excellent, great product and delivery was before the deadline."
4,Positive Review
5,"Delivery in the expected time, all as agreed."
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
4,Positive Review
4,"I would like to make a complaint:
The customer bought the same product, but bought 2 (two units).
The correct thing is to put both products in one package and only charge a shipping cost."
1,I do not recommend. The product was posted much after the payment is proven.
5,Product has arrived on time and the quality is excellent. I recommend.
5,Positive Review
5,"There were no setbacks, everything was in conformity. Thank you so much Stela Borges"
5,Excellent product and delivered before the deadline!
1,"I am still waiting for the delivery of my product, more than thirty days of waiting and nothing to arrive."
5,Positive Review
4,The boys loved it! The only however is the suction cups that must be checked daily not to release. But there are two other fitting options: double sided tape and screws.
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
1,"I received a different clock model from what I bought. The Casio model I bought is the A680, but to my surprise I received the A168. Other than that I have my doubts about the originality of the product."
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
4,I really liked the product
5,Positive Review
2,Negative Review
5,Positive Review
5,I really liked
4,recommend
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Delivery well before the deadline ... Very good product and much cheaper than in conventional stores. I recommend.
5,Fulfilled according to the contractor.
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,No comments
5,Very good
2,Negative Review
5,Positive Review
5,Positive Review
3,"In the case of evaluating the delivery I have nothing to complain about, but I received the damaged product.
I would like to know how I can request the exchange of it or the credit.
I'm waiting for a return."
2,Negative Review
1,"Twice I purchased products with you, being charged delivery fee, but twice made it was not delivered as agreed as well as there was no refund of the amounts"
5,It arrived before the combined well packed in perfect condition I already know the Americas I trust but. And I highly recommend the Cuba website. I loved
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Excellent
4,Positive Review
5,
3,Neutral Review
1,"I didn't like their work 
Still need. 
And on the dates 
Cancel my product"
5,"Very good, it met my expectation."
5,Positive Review
1,I bought two products and received only one
5,Positive Review
4,Positive Review
5,Positive Review
5,"Goods delivered in order, before the deadline established. I consider the supplier great."
5,Positive Review
5,Positive Review
4,Positive Review
3,Some brushes are with the bristles releasing
4,Positive Review
3,"sent the charger without the part of the cable that puts in the socket, but the charger works"
5,Excellent
5,Positive Review
1,"Goodnight!
I am very outraged because I bought 2 chairs secretariat and I only received until only one!
Since in the note is 2 units!
I request urgent measures !!!"
5,arrived before the deadline congratulations ... says it will arrive on 20/11 days more arrives well before I loved
1,My product hasn't arrived yet.
5,Positive Review
5,Satisfied with the service.
5,Positive Review
4,Positive Review
5,"Arrived well before expected, I recommend it a lot!"
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Very good has come all right. Thanks!
4,Recommend
5,I loved the product and the speed of delivery.
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
1,After paid and after 7. Delivery for 9 days appears unavailable product. Slutty. Only after 17 days America sees the problem after I sent 2. Email is the request of the 12 mugs.
5,Positive Review
4,I didn't even use it yet but I realized they are good
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,"The product arrived long before the expected deadline, came in great condition and very well packed. I recommend it!"
4,Positive Review
5,Positive Review
5,Positive Review
1,"Shelves with vivo corners, columns do not fit, there are lamelands not to damage the painting, shelves arrived all wrinkled."
5,Positive Review
5,Positive Review
5,"Correct product, delivery before the deadline, good price and good quality: I recommend."
3,"The clock is delayed, even after having their pointers readjusted several times. Besides being trying to change the product and not succeeded."
5,Positive Review
5,It is always good to buy at Lannister
5,Product delivered on time without problems
4,The delivery service was fast and the price without abuse
2,Reasonable
5,Positive Review
5,The delivery was quick. The pan is of excellent quality.
5,"I love it so much, I will always buy."
5,Positive Review
1,"I had to cancel the order, because the company contacted it and said that there was no way to send the product ... a somewhat boring situation, you pay, wait and after days you have to cancel."
5,Positive Review
5,Good quality product and delivered before the deadline.
2,Negative Review
5,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
3,Neutral Review
5,Positive Review
4,It was okay. What took time was because of the mail. OBGDO.
5,Positive Review
2,XXX
5,Positive Review
1,Negative Review
5,Positive Review
1,I used two days and it's short
5,Positive Review
5,Positive Review
4,Positive Review
4,"I purchased 2 backpacks through the Lannister of and different partners. Targaryen de MG delivered well before the scheduled deadline, and the other of the Pacific that comes from SC was still delivered. Congratulations to Targaryen"
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
3,Too bad there was a part of the makeup.
5,Positive Review
5,Positive Review
3,"I found the freight very expensive, because I made two joint purchases."
5,Positive Review
5,Positive Review
4,"I received before the deadline, very good."
5,Positive Review
5,"Product with invoice, below the price of the competition, delivered before the specified deadline"
4,Positive Review
4,Positive Review
1,Delays happen no company is free to go through a logistics problem. But the fact that they do not communicate their end client is shameful. Even the free market has control over delays!
5,Positive Review
1,I bought three tires for Bros; A rim 17 and 2 rim 19 but so far only one rim 17 and a rim 19 have arrived. I've sent an email to the store and I'm waiting for an answer about what happened.
5,Positive Review
2,Negative Review
5,"Good term, speed in shipping. All ok."
5,Positive Review
5,Positive Review
5,Positive Review
2,"First time I have problems with Lannister. I believe it is not common, given my purchasing history. I hope you don't repeat yourself;)"
4,Positive Review
4,"Request arrived on time, paste according to the site, super satisfied."
5,Positive Review
5,Positive Review
4,Positive Review
3,Neutral Review
4,Positive Review
5,"Arrived before the deadline, and the product very good"
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
4,Just as specified and still came on time.
4,"Very satisfied, product of great quality and quick delivery."
5,Positive Review
5,"Product received and working, very good."
1,"I returned the towels, because it was not what I expected about the quality of the product the delivery and assistance of Baratheon are to be congratulated so I bought other towels games"
2,"The only problem was that I bought 3 1kg varnish bathing pot), and only received 1 pot of 1kg."
4,Correct and accurate.
5,Positive Review
1,I received the product on 15.12.17 and sent an email to Stark about receiving the product defective. Stark said it would be passing on to the partner. Awaiting the resolution.
4,Positive Review
1,Unfortunately I received the damaged product
5,"In addition to the great price, the delivery was scheduled for April, and arrived long before expected !!! I tested the machine and everything is in conformity. 
Stark, I indicate !!"
5,It all reached according to the ad and before the period specified by the site.
1,"I bought 3 lamps, I only received 2. I already opened called and had no answer."
5,"Great product, everything came right, well packed"
5,Positive Review
4,Positive Review
3,"Fast delivery, the towels are good for the value"
5,Positive Review
5,Positive Review
4,Positive Review
5,"soft, adjustable, very comfortable"
1,"I had serious problems with the exchange of delivery place and my product never arrived, I canceled my purchase and hardly buy again"
5,"Site with great products, arrived on time .."
5,Best cardboard. Lenses correct the edge distortion that is default now in the 360 ​​° videos
5,"The slipper is beautiful and my father loved it. It arrived on time, super recommend."
5,Positive Review
5,Positive Review
4,"The product came with the wrong written size of what was requested, but it served.
I bought it for Samsumg 10.1 and came Samsumg 7.5"
5,Positive Review
5,As described
5,Excellent
5,"Very beautiful, and meet what you say! Great product!"
4,Always buy on Stark
5,Positive Review
5,Positive Review
3,Excellent deadline !!
4,Positive Review
1,"Good afternoon!
I received the product on time, however I did not receive correct product. How should I proceed? I want to return it because that was not what I ordered and paid."
4,Positive Review
3,Neutral Review
5,Great prices
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,"Like it arrived on time, good price"
4,Positive Review
1,The delivery was not made.
2,"Product leaves a lot to be desired!
 A digital clock without light this is impossible in my view at least for me!"
5,very good
3,It took a long time to put things in the mail
4,Positive Review
5,Positive Review
5,Positive Review
5,I loved
5,Positive Review
4,Positive Review
5,good product recommend
5,Positive Review
4,"I love to buy this site, the deliveries are always before, good quality merchandise. I certainly indicate this store."
5,"Beautiful doll, my daughter liked it a lot!"
5,Positive Review
5,Positive Review
4,With a small detail. How to send the product without invoice. Thanks. I'm waiting for the NFe
5,Positive Review
5,Product delivered as announced
5,OK
4,Change the Post Office carrier for private transport.
5,Positive Review
1,Product has come broken and so far have not contacted exchange.
5,Positive Review
5,Fast and efficient delivery
3,Neutral Review
5,Positive Review
5,Excellent service delivery before the deadline
5,Product delivered before the deadline
5,"Great product, perfect finish, discreet and very easy to install."
5,Positive Review
5,Positive Review
1,"Very bad quality, the edges of the design came with burnt appearance, I can not take the pelicle from the front of the mirror to see if it affected the same ... without sticker to fix."
5,Positive Review
4,The quality of the product is better than I expected.
5,Positive Review
4,"Only missing the product being of higher quality. But everything works correctly, arrived 1 week before the deadline"
5,Positive Review
5,It arrived well before expected and according to the announcement.
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,I loved it all came right I recommend it to anyone who buys worth it!
5,Positive Review
1,"I am dissatisfied regarding the delivery that has not been delivered yet, I already paid the portion of the product and I have not received it yet."
4,Positive Review
4,Positive Review
5,Positive Review
5,I received on time. I haven't tested it yet.
5,I am very happy with the product and fast on delivery.
4,Positive Review
3,Neutral Review
4,I really liked
4,Positive Review
5,Positive Review
5,"Product exceeded the expectations, arrived long before the deadline, probably because it is a nearby city, but I am very pleased."
1,I didn't receive
1,"My order was to be delivered until 03/22/18, to date (24/03) the invoice was not issued, I requested several times I did not get return, I do not recommend this store, nor the lannister !!!!!!"
2,Negative Review
5,Positive Review
2,"Dear,
The product spoiled when it comes to connecting with the 110 volt device in the 220 network.
How do I send another?"
1,"A product was missing, the double guide belt safety for two caes"
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Always great service with Lannister stores
4,Product does not fit the sponge and the drain was missing.
5,Positive Review
5,Excellent product. The store delivered well before the deadline. Approved.
5,"Product delivered before the deadline, easy to install and all the support provided. Thanks"
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,great prices and product delivered correctly and on time
5,"All right as announced, I recommend."
5,Positive Review
4,I recommend the product
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,"I received the product before the deadline, in good condition and surpassed my expectation.
Thank you for always serving me very well with qualities."
4,"Product delivered before the deadline, satisfied."
4,Positive Review
4,Request as requested
5,Positive Review
5,"Everything delivered even before the deadline, I recommend it."
5,Positive Review
1,"Super overdue delivery, I need clarification of the event"
5,Product delivered before the expected date.
5,"I loved it, it arrived before the deadline"
4,All perfect purchase delivery and product
4,Positive Review
1,I have not received the product yet. Much delay! I never went through this in any store. Very dissatisfied with the service.
2,It is missing a product: Men's Leather Skull Bracelet Legitimate Leather + Pedra Preto 20
5,The product is really good quality and checks with the published design.
5,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Product like the Super photo I recommend the delivery I thought it would take the current situation of the lack of gasoline but surprised me was fast everyone is to be congratulated the Lannister stores and the manufacturer
4,As announced
4,Positive Review
5,Positive Review
5,Positive Review
5,Product in perfect condition.
5,Positive Review
5,Positive Review
5,Positive Review
5,I am satisfied with the product and the store you sent.
5,"I love this loa, super recommend"
5,"Fast delivery, good quality product."
5,All right with the product! I received before the established deadline and the product is in accordance with the ad!
1,The smell of the product is very strong! But for the price I have nothing to complain about!
4,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
1,"I thought the body's were cotton, but it's a synthetic fabric and the impression I imagined is a quality silk, it's a sublimation. Anyway, bad fabric. It does not let the skin breathe. I do not recommend."
2,"I received the perfume, but came without the Adippe seal, I didn't like it. In addition to it, it was badly packed, the closed box cellophane, bought from one store and received with name from another, I don't understand ?? !!"
3,Neutral Review
1,Negative Review
5,Excellent. I recommend no doubt.
5,The product arrived before the deadline
5,Positive Review
1,not delivered
2,"A purchase was made with three items, but two missed one, with the Targaryen store, I'm waiting for the last one scarf São Paulo FC 04 stations Mod.01 this has not arrived yet"
5,Positive Review
5,Positive Review
1,"I did not receive the product but in tracking it is reported that it was delivered on 03/28.
I await positioning for what happened."
5,All perfect
4,"Nothing more to evaluate, because I'm still testing the product!"
5,Positive Review
5,A responsible and attentive company with its clients Oline.
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
1,Product has not arrived yet I tried contact to know how to solve the problem
3,"We don't just like the size, but we recognize our error not to repair the size in the description of the product."
1,My request arrived incomplete
5,Positive Review
5,Positive Review
5,Positive Review
5,"Great quality product, delivered on time and very well packed!"
5,Positive Review
4,Positive Review
5,Positive Review
5,Product identical to the advertised. I did not receive it on time because the truck was stolen.
5,Positive Review
5,Positive Review
5,Positive Review
1,"The product was purchased on 10/10/2016, did not arrive and now I receive this assessment asking what I found. 
Very dissatisfied!"
4,Positive Review
2,I received the product before the deadline but came with defect in the zipper.
5,Positive Review
3,Neutral Review
4,Positive Review
5,Excellent service and delivery
5,Positive Review
5,Positive Review
1,Considering the Stark website I never had any problem and I recommend it to my friends but it is company that is serving with the sale of the product left to be desired with the delivery time ... will it arrive?
5,Positive Review
5,Positive Review
5,"Super fast delivery, even before the deadline. Very good."
5,"I received the products on time, correctly and even more gifts. Very recommended."
5,Positive Review
3,Neutral Review
3,"I chose a drawing and came another print.
I stayed with herself, because it would be very complicated to change."
5,Positive Review
4,Positive Review
5,"delivered before the deadline, excellent"
3,Neutral Review
5,Positive Review
3,Neutral Review
4,Fast
5,Positive Review
5,"The delivery everything in order, I have nothing to complain about, arrived well before the deadline, regarding the product I do not know yet because I took only 2 so far."
5,"I bought at the American store kiosk, followed the order until it received, 100 % reliable."
1,"Even today, 25.02.18, there was no delivery of the product.

without any justification by the seller or the delivery.

Unfortunate."
5,good store
4,The feet could be better finished
5,Positive Review
5,Positive Review
4,Positive Review
1,"I bought two suitcases for travel and only one suitcase was delivered on March 19. I have sent an email requesting why it has not been delivered to another suitcase, but so far no answer."
5,Blah !!!
5,I loved! Super sturdy and beautiful the rug! Recommend
5,good product on time and packed
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
2,"I have already asked for my return and so far I received no return, this has more than 3 days and gave me a period of 48 hours. I want my refund"
5,Very satisfied.
5,The product is of quality and cost benefit
4,Positive Review
5,Positive Review
5,Positive Review
5,Recommend
5,Positive Review
5,Positive Review
4,"Very good, comfortable product,"
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
2,I'm waiting for the helmet to change.
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
1,"Goodnight 
The product has not been delivered and I haven't even had explanations yet. I would like help how much this report. 
Thanks!"
1,Negative Review
5,Positive Review
5,Positive Review
4,"We really liked the product, came exactly as it is in the ad, arrived on time, exact color blue blue, wonderful cost benefit, excellent !!!!! We recommend simmmm😍😍😍"
4,Positive Review
5,Positive Review
5,"Product perfectly as described, new and quiet transaction. I recommend it!"
5,Positive Review
5,"I loved the product, super fast seller."
4,Positive Review
5,Positive Review
5,My son I love the backpack I liked the material and arrived super fast !!!!
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
4,"Product OK, delivered within the established deadline"
5,Positive Review
1,It didn't arrive
5,Positive Review
5,"My experience with this purchase was very good! In addition to having a good price, the delivery was very fast."
5,Order delivered on time and the product in the correct description as on the site.
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Very good simple and practical
5,Positive Review
5,Positive Review
4,Positive Review
5,Shipping very fast and arrived very fast too.
1,It took almost 15 days to say that I did not have the product in stock ... much lack of responsibility of the company.
4,The problem is the post office that does not fulfill the promised in delivery.
5,Positive Review
4,Positive Review
5,Positive Review
5,Best Virtual Store
3,"It could be firmer, I found it thin"
5,Positive Review
2,Negative Review
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
3,Neutral Review
4,Positive Review
3,Neutral Review
5,Positive Review
1,"I bought two mascots of the Tom doll, the Olympics and after almost two months this ""partner"" company sent and mail saying that the purchase was canceled! I paid sight, with ticket. Never again"
5,"The product is very comfortable and beautiful, arrived before the deadline and very well packed."
3,Neutral Review
5,Positive Review
5,"It arrived perfect, well before the deadline."
5,Positive Review
1,"The package even arrived, but when we went to open to check and enjoy it we come across another totally different product without any feature of what we really ordered! What should I do?"
5,Very beautiful razor !!
5,Very good soft fabric big as I wanted.
4,I really liked the product and the service
5,Positive Review
5,Positive Review
5,"I really liked the speed of delivery of the product, the service I would indicate yes."
5,"I loved it and the animals too, super practical and hygienic."
5,Positive Review
5,I highly recommend the store. The product arrived before the expected deadline. In a state of conservation.
4,Positive Review
3,Neutral Review
1,Negative Review
4,Positive Review
2,"The picking of the perfume was not sealed, ie the box was not coated with the plastic that should involve it, and the perfume level in the vial was visibly below normal."
5,Positive Review
5,Positive Review
4,The delivery was made before the deadline. The product was delivered in great condition! I recommend it!
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
1,"Delivery was a total delay. I had to buy the product in another store, and arrived before this one. Now I want to make the return."
3,I'm waiting to see if you really exceed expectations.
5,Positive Review
1,I need a position if the goods will be delivered or if the purchase will be reversed from the card. I await urgent return.
4,Positive Review
1,"I only received the masks, I didn't receive the gloves."
5,"Before the deadline, but I had to take the post office, because they did not deliver at home"
5,I loved super recommend it comes very fast and in great condition I loved it
5,"I bought the products all of great quality.
Delivery was fast before the agreed deadline.
I recommend this store to all."
5,"beautiful, product like the announced"
5,"I have no way to say how pleased I am with the product delivery and service. 
I loved!!"
5,Positive Review
1,Negative Review
2,"The product arrived on time, but it does not look original, it did not even come in the original box of the perfume.
If the product is not original I think it should be warned"
5,Excellent product and great service !! Very grateful !!!!
4,Good service
4,Positive Review
4,Very good product !!
5,Good store !!! I recommend !!!
3,I know this is the fault of the post office that is a state crap in Brazil but it is the only complaint about the product all ok
4,"The cost x benefit pays off when compared to the mug with the size of the pillow (which is beeeeem small). In all, the product is very cute."
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
3,Out -and -time delivery ends up disrupting our planning.
3,I always buy on this very good site
5,WONDERFUL PRODUCT
3,I have no way to evaluate the product because it has not arrived at my residence yet I expect a position of the store on the post office I want to cancel the purchase reversal of the card
4,Positive Review
5,I am very pleased! Congratulations!
3,"I recommend, but the product came with patches, I hope it is not commonplace"
5,Positive Review
1,Negative Review
5,Positive Review
5,"Very good, and because it is a double sided is very versatile"
4,Positive Review
5,"It arrived long before the delivery time, I recommend to all."
5,Positive Review
5,Positive Review
5,Positive Review
1,Negative Review
4,Positive Review
5,Positive Review
2,Negative Review
4,Positive Review
4,Positive Review
5,Delivery before the deadline
5,I loved it I will ask more
2,Destroyed box and tear in the seat
5,Positive Review
5,Positive Review
5,Positive Review
5,"I received fast ..... I recommend it!
You should only describe the amount of glue in the ad!"
5,Positive Review
5,I don't have a geisha
5,Positive Review
5,I liked
3,Neutral Review
5,Positive Review
4,Positive Review
1,I ordered 2 curtains in my order and only one came?
3,"I just didn't like it because the delivery time is too long, I ended up buying yet due to lack of faster freight alternative."
4,Positive Review
5,Satisfied
2,Rechargeable Battery Kit 4 Batteries AAA 2700 Mah 1.2V Ni MH
5,"It's not too big, but I thought it was beautiful, my daughter loved it, works right .. very cute."
5,Positive Review
5,Positive Review
4,Very good
5,Positive Review
2,I made a purchase as usual and to my surprise came a sheet game. I paid for ticket and now I can't even complain why the site also does not make it easier.
5,Positive Review
5,Positive Review
3,"In the photo is beautiful, but personally it is nothing the same!"
5,Positive Review
5,Always satisfied with Stark
5,Positive Review
5,Arrived well before expected !!!
5,Positive Review
5,Congratulations. My product came all right before the deadline I really liked it. Congratulations. I recommend it to everyone..👏👏👏👏
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,I received the right product on time.
4,Positive Review
4,Positive Review
5,Very fast delivery.
5,Positive Review
4,All perfect
4,Positive Review
4,Positive Review
5,very good
5,I always recommend Lannister because the service is excellent!
3,Neutral Review
5,Positive Review
5,I really enjoyed buying this store.
5,Positive Review
1,Should not have bought
5,Positive Review
5,Positive Review
2,I didn't receive it because it is in the mail
3,I was not informed that product would come dismantled
3,Neutral Review
3,"I will not evaluate yet, because I am waiting for the delivery of all orders, after receiving I make a new evaluation"
5,Positive Review
5,I recommend to all
5,Positive Review
4,Very efficient store .. recommend !!!
5,Positive Review
4,Positive Review
5,Positive Review
5,"Optimó, product came very well packed, inside several bubble plastic, arrived before the deadline!"
3,Neutral Review
5,Positive Review
2,Congratulations to the whole team.
4,All ok. Would indicate to friends.
4,"I never saw it delay so much to deliver a cartridge
Are you coming from China?"
5,Positive Review
5,"Arrived super fast, came all as I requested."
2,Negative Review
4,Positive Review
5,"All perfect, the best $"
4,"The material is good, the problem is that the bag does not close, it has no zipper, it is like a bag. This made me dissatisfied, because in the photo you can not see and there is no information or internal photo about it."
5,Positive Review
2,"To date I have not received the product, it has passed the delivery time and nothing yet"
3,Neutral Review
5,Positive Review
5,Very good
1,"I haven't received my product yet, I don't know why?
I always bought it at Lannister stores and delivered on time. The store and outsourced, the more I bought trusting in Lannister."
4,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,I found it beautiful and recommend it.
5,Positive Review
5,Positive Review
2,Negative Review
5,Quick delivery.
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,"Very good product, I received well before the deadline, I liked it a lot and recommend it."
3,Neutral Review
5,Delivery performed before the deadline and the pump works perfectly.
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
1,"Not all products arrived
one is coming every day, separately"
1,Product has not been delivered so far. Two -day delay without forecast for delivery
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
1,Negative Review
5,"Loved the product, arrived well before the delivery time."
5,Positive Review
1,"I bought a kit, cart, baby comfort and base for the baby comfort, only the baby comfort and the base were delivered, in the status of my order is the merchandise, ""kit, had been delivered."
5,Positive Review
3,There is no button to adjust the volume.
5,Positive Review
5,Positive Review
3,Neutral Review
5,Positive Review
3,Neutral Review
4,Positive Review
4,Positive Review
5,Excellent service
5,Positive Review
1,Product has not arrived and does not oblige any response from either request I sent to Lannister website or Targaryen. Anticipated answer.
3,I always buy
4,Positive Review
5,Positive Review
5,Positive Review
3,Neutral Review
5,Positive Review
3,Neutral Review
5,"Made of very resistant material, and size as announced. Goods delivered within the expected deadline."
3,Neutral Review
4,Positive Review
3,Neutral Review
5,Positive Review
5,CONGRATULATIONS.
5,Delivered long before the initial deadline! Congratulations to Stark! Until next
1,The delivery is late.
5,Easy purchase with fast delivery.
5,"I loved the carpet came before the deadline, wonderful I recommend and I will buy another"
3,Neutral Review
3,"I just didn't like it because the products came apart, were billed and came on different days. A setback. The rest all right"
5,Positive Review
5,Positive Review
1,Negative Review
4,Positive Review
5,Positive Review
3,Neutral Review
5,Excellent
5,Positive Review
2,Negative Review
4,Positive Review
5,Positive Review
5,I liked the product and great recommend!
5,Positive Review
5,Positive Review
5,Positive Review
4,Product delivered
5,
4,Positive Review
5,"I loved it, mine arrived well before the deadline, and it's more beautiful than I imagined ..
For this and other reasons I love to buy at Baratheon !!
#Superrection"
5,Very good delivered even before the day 😆😆😆😆😆😆😆😆
4,"All as expected, excellent"
5,Great product
5,Positive Review
4,"The physique store where I placed the order of the puppies that I already received in my life as a consumer, the employees barely look in the face of customers and have no interest in providing a good service"
4,Positive Review
5,Positive Review
4,Positive Review
1,The deadline ended on 10/11/2018 and so far it has not been delivered.
3,Neutral Review
5,Positive Review
5,"super recommend, product arrived well before the agreed"
5,"I received the product before the expected deadline, everything came in order. I recommend."
5,NDR
5,Positive Review
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
3,Neutral Review
5,show
5,Positive Review
3,Neutral Review
1,Negative Review
5,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
4,Good
1,Negative Review
4,Positive Review
5,Super fast delivery and very well packed product!
5,"As I am a client, my satisfaction only increases. Grateful to the whole team."
5,Positive Review
5,excellent
1,"Poor and fragile clock, very bad quality, looks like street vendor stall. It is not worth the price at all."
5,Positive Review
3,Neutral Review
5,Positive Review
5,"Dear, everything came right and very fast. But the slats are missing. With whom I can contact to be sent to the piece. Waiting."
5,Positive Review
4,Positive Review
5,Very good
5,Positive Review
4,Positive Review
5,Positive Review
5,"Beautiful, and of a lot of quality .. was perfect in my room 👏🏻👏🏻 ??"
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
5,The product was delivered before the deadline informed. I recommend to all.
4,Positive Review
5,Great was as expected
1,I didn't like it because they gave me 20 business days and after these 20 days my product did not arrive
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
1,Negative Review
5,Positive Review
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
4,Positive Review
1,I conpreated to give Christmas to my daughter. I hope it is coming in time.
5,Very efficient delivery.
5,Positive Review
5,Positive Review
1,Only 2 of the 3 items I asked
3,Neutral Review
5,I recommend it very good
5,I was very pleased because it arrived well before the deadline.
5,Positive Review
4,Positive Review
5,"Product delivered as announced, all ok."
5,Positive Review
5,Very good quality suitcase!
5,Positive Review
5,Positive Review
4,Positive Review
5,I liked the service efficiency
1,I am waiting for delivery of the second Cuba. Only one came.
5,Positive Review
3,Neutral Review
5,Positive Review
5,Positive Review
4,"That's it, our partner is 10, in Motorola accessories.😀😀😀"
5,"Great product came before the deadline stipulated for delivery, I just found it a little expensive freight but the rest all right!"
5,Positive Review
1,Much delay in delivery.
5,Positive Review
1,And they are taking centuries to make the extort. I will never buy it for Stark and its parsics again.
5,Positive Review
4,"Fast delivery, before the date."
2,"I received the wrong product, bought BCA Max in capsules and came BCA Drink liquid, I want to make the exchange urgency"
4,Positive Review
3,Neutral Review
5,"Delivered in combined, good quality, I recommend."
4,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
4,Are to be congratulated ...
5,Positive Review
1,"In addition to being very badly packed without any protection and so it has arrived completely damaged, the table is bamba and the support for the top is bad and is slipping, I had to improvise."
4,Positive Review
4,The colors of some bars were different from how they were in the picture of the packaging.
5,Positive Review
5,The product was delivered before the established deadline.
5,Positive Review
3,Satisfied
5,Positive Review
5,Positive Review
5,arrived earlier than expected. quality product
5,Positive Review
1,Oequipament does not work. The SD mini card does not fit and the computer does not recognize when it is connected with the USB cable
5,Good service provided
5,Positive Review
5,"Too bad the product was slow to be delivered, even on time. But it is beautiful, and I received the product in the color I requested. They already come with stack, and very well packed."
1,I ordered the A78 cartridge and gave me the A85
5,"Will deliver before the deadline, ameiiiii"
5,Positive Review
4,Delivery on time
3,"I received only the collagen in the Swiss lemonade flavor, the other flavor I did not receive."
5,Positive Review
5,"Product arrived correctly, was delivered before the deadline."
5,Positive Review
5,Positive Review
4,Positive Review
4,"Great quality product, I just think delivery should be faster."
5,Positive Review
5,Positive Review
4,DDDDD
5,Positive Review
5,Positive Review
5,Great clock I am very satisfied I recommend to all this store is to be congratulated thanks
5,Positive Review
5,It arrived fast and well packed.
5,Positive Review
5,Positive Review
5,Positive Review
4,Great product
5,Positive Review
5,Delivery on time !!! Thanks
5,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
4,Positive Review
5,Positive Review
5,All as agreed.
5,I recommend this store for product purchases arrived in perfect condition and was delivered quickly
2,The deadline was not met
5,Positive Review
5,Positive Review
5,Positive Review
5,"It arrived before the deadline, I was very well attended by the resale they called to confirm that the chosen product was correct, very pleased."
1,Now I already received what was missing today.
2,Negative Review
5,Positive Review
5,Prouto expected on time
5,Positive Review
4,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,Positive Review
5,"The clock is beautiful and the delivery was very fast, it was posted on the 24th and arrived on the 30th, and it was common shipping and to the Northeast. I will buy more often!"
